question,options,answer,explanation,topic,difficulty,chapter
What is a fundamental difference between data types and data structures?,"['Data types dictate how data is organized; data structures define the kind of data.', 'Data types define the kind of data; data structures dictate how data is organized.', 'Both define the kind of data and how it is organized.', ' Neither defines the kind of data nor how it is organized.']",B,"Data types specify the nature of data (integer, float, etc.), while data structures determine how that data is arranged in memory for efficient access (array, linked list, etc.).","Data types, data structures and abstract data types",Easy,7.1
Which of the following is NOT a characteristic of a primitive data type?,"['Represents a single value.', 'Has a predefined size.', 'Can be further broken down into smaller components.', ' Is directly supported by the programming language.']",C,Primitive data types are atomic; they cannot be decomposed into simpler units.,"Data types, data structures and abstract data types",Medium,7.1
What is an abstract data type (ADT)?,"['A specific implementation of a data structure.', 'A high-level description of a data type without specifying its implementation.', 'A type of primitive data type.', 'A type of linear data structure.']",B,"An ADT focuses on what operations can be performed on data, not how they are implemented.","Data types, data structures and abstract data types",Medium,7.1
Which category of data structures includes arrays and linked lists?,"['Non-linear data structures', 'Tree-based data structures', 'Linear data structures', 'Graph-based data structures']",C,Linear data structures store data in a sequential manner.,"Data types, data structures and abstract data types",Easy,7.1
Floating-point numbers are an example of which type of data?,"['Data structure', 'Abstract data type', 'Primitive data type', ' Non-linear data type']",C,Floating-point numbers are a fundamental data type directly supported by programming languages.,"Data types, data structures and abstract data types",Easy,7.1
Which asymptotic notation describes the best-case time complexity of an algorithm?,"['Big-O (O)', 'Big-Omega (Ω)', 'Big-Theta (Θ)', 'Little-o (o)']",B,"Big-Omega notation (Ω) provides a lower bound on the growth rate of an algorithm's runtime, representing its best-case time complexity.","Time and space analysis of algorithms (Big oh, omega and theta notations)",Medium,7.1
An algorithm's space complexity considers which types of memory allocation?,"['Only variable memory allocations', 'Only fixed memory allocations', 'Both fixed and variable memory allocations', 'Neither fixed nor variable memory allocations']",C,Space complexity accounts for both the fixed amount of memory used by the algorithm regardless of input size and the variable memory that depends on the input size.,"Time and space analysis of algorithms (Big oh, omega and theta notations)",Easy,7.1
What does Big-Theta (Θ) notation represent in algorithm analysis?,"['Worst-case time complexity', 'Best-case time complexity', 'Average-case time complexity', 'Space complexity']",C,"Big-Theta notation (Θ) provides a tight bound on the growth rate, representing the average-case time complexity of an algorithm.","Time and space analysis of algorithms (Big oh, omega and theta notations)",Medium,7.1
"If an algorithm has a time complexity of O(n^2), what does this indicate?","[""The algorithm's runtime is constant."", ""The algorithm's runtime increases linearly with input size."", ""The algorithm's runtime increases quadratically with input size."", ""The algorithm's runtime decreases with increasing input size.""]",C,O(n^2) indicates that the algorithm's runtime grows proportionally to the square of the input size (n).,"Time and space analysis of algorithms (Big oh, omega and theta notations)",Medium,7.1
Which of the following is NOT directly related to the time complexity of an algorithm?,"['Number of operations performed', 'Input size', 'Memory allocation', 'Algorithm efficiency']",C,"Memory allocation is related to space complexity, not time complexity.  Time complexity focuses on the execution time as a function of input size and the number of operations.","Time and space analysis of algorithms (Big oh, omega and theta notations)",Easy,7.1
Which data structure adheres to the Last-In-First-Out (LIFO) principle?,"['Queue', 'Linked List', 'Stack', 'Tree']",C,"A stack follows the LIFO principle, where the last element added is the first one removed.",Linear data structure (Stack and queue implementation),Easy,7.1
What is the primary operation for adding an element to a stack?,"['Enqueue', 'Dequeue', 'Push', 'Pop']",C,The 'push' operation adds an element to the top of the stack.,Linear data structure (Stack and queue implementation),Easy,7.1
A queue follows which principle for adding and removing elements?,"['Last-In-First-Out (LIFO)', 'First-In-First-Out (FIFO)', 'Random Access', 'Middle-In-First-Out (MIFO)']",B,Queues operate on the First-In-First-Out (FIFO) principle.,Linear data structure (Stack and queue implementation),Medium,7.1
Which of the following is NOT a fundamental operation performed on a stack?,"['Peek (retrieving the top element without removing)', 'Push (inserting an element)', 'Sort (arranging elements in order)', 'Pop (removing the top element)']",C,Sorting is not a fundamental operation directly associated with stack data structures. Stacks maintain order based on the LIFO principle.,Linear data structure (Stack and queue implementation),Medium,7.1
What is a characteristic of linear data structures?,"['Data is stored in a hierarchical manner.', 'Data is stored sequentially.', 'Data access is always random.', 'Data relationships are non-linear.']",B,Linear data structures store data elements in a sequential order.,Linear data structure (Stack and queue implementation),Easy,7.1
What is the primary role of a stack in infix-to-postfix conversion?,"['Storing operands directly for output.', 'Storing operators temporarily.', 'Performing arithmetic operations.', 'Evaluating the postfix expression.']",B,"In infix-to-postfix conversion, the stack's main function is to hold operators until they can be placed correctly in the postfix expression. Operands are directly outputted.","Stack application: infix to postfix conversion, and evaluation of postfix expression",Easy,7.1
