question,options,answer,explanation,topic,difficulty,chapter
"What is the effect of applying a translation vector (tx, ty) to a point (x, y)?","['Rotation of the point around the origin.', ""Scaling of the point's coordinates."", 'Repositioning of the point to (x - tx, y - ty).', 'Repositioning of the point to (x + tx, y + ty).']",D,"The translation vector (tx, ty) adds to the original coordinates (x, y) resulting in a new position (x + tx, y + ty).",Two-dimensional translation,Easy,6.5
"In two-dimensional translation, what does the pair (tx, ty) represent?","['The original coordinates of a point.', 'The new coordinates of a point after rotation.', 'The translation vector.', 'The scaling factors applied to a point.']",C,"(tx, ty) represents the translation vector, which defines the distance and direction of the translation.",Two-dimensional translation,Easy,6.5
"Which of the following equations correctly describes the x-coordinate (x') of a point after a 2D translation with a translation vector (tx, ty)?","[""x' = x - tx"", ""x' = x * tx"", ""x' = x + ty"", ""x' = x + tx""]",D,The x-coordinate after translation is obtained by adding the x-component of the translation vector to the original x-coordinate.,Two-dimensional translation,Medium,6.5
"A point P(3, 5) is translated using the vector (2, -1). What are the new coordinates of the point P'?","['(1, 6)', '(5, 4)', '(1, 4)', '(5, 6)']",B,"Applying the translation vector (2, -1) to P(3, 5) results in P'(3+2, 5-1) = P'(5, 4).",Two-dimensional translation,Medium,6.5
Two-dimensional translation is best described as:,"['Changing the size of an object.', 'Rotating an object around a point.', 'Moving an object along a straight line.', 'Reflecting an object across an axis.']",C,Two-dimensional translation involves moving an object along a straight line path from one location to another.,Two-dimensional translation,Easy,6.5
What is the fundamental mathematical object used to represent a two-dimensional rotation?,"['Vector', 'Scalar', 'Matrix', 'Tensor']",C,"Two-dimensional rotations are typically represented using a 2x2 rotation matrix.  Vectors represent points, scalars represent single values, and tensors are a generalization of vectors and matrices.",Two-dimensional rotation,Easy,6.5
"In a 2D rotation, which parameter directly determines the angle of rotation?","['Translation vector', 'Rotation angle (θ)', 'Scaling factor', 'Reflection axis']",B,The angle θ is the primary parameter defining the amount of rotation in a 2D transformation.,Two-dimensional rotation,Easy,6.5
Which of the following transformations is NOT inherently part of a general 2D rotation using homogeneous coordinates?,"['Rotation', 'Scaling', 'Translation', 'Reflection']",B,"While a general transformation might include scaling, it's not a fundamental component of *pure* rotation. Translation and potentially reflection can be part of a more complex transformation sequence involving rotation.",Two-dimensional rotation,Medium,6.5
A 2D rotation matrix is typically of what dimension?,"['1x1', '2x2', '3x3', '4x4']",B,A 2D rotation matrix is a 2x2 matrix. Higher dimensional matrices are used for 3D rotations and homogeneous transformations incorporating translation.,Two-dimensional rotation,Easy,6.5
How does the determinant of a 2D rotation matrix relate to the transformation?,"['It represents the scaling factor.', 'It indicates the angle of rotation.', 'It always equals 1 (for pure rotation).', 'It determines the translation vector.']",C,The determinant of a pure 2D rotation matrix is always 1.  This reflects the area-preserving nature of rotation.,Two-dimensional rotation,Medium,6.5
What condition must be met to ensure that a scaling transformation preserves the original shape of an object?,"['sx > sy > sz', 'sx = sy ≠ sz', 'sx = sy = sz', 'sx ≠ sy ≠ sz']",C,"Uniform scaling, where sx = sy = sz, ensures that the object's shape is preserved because all dimensions are scaled proportionally.  Any other condition will result in distortion.",Two-dimensional scaling,Easy,6.5
"In a 2D scaling transformation, what does the matrix element 'sx' represent?","['Scaling factor along the y-axis', 'Scaling factor along the x-axis', 'Rotation angle', 'Translation along the x-axis']",B,'sx' represents the scaling factor applied to the x-coordinate in a 2D scaling transformation.,Two-dimensional scaling,Easy,6.5
"A scaling transformation matrix is applied to a point (x, y). If sx = 2 and sy = 1, what are the new coordinates (x', y') of the transformed point?","['(x/2, y)', '(2x, y)', '(x, y/2)', '(2x, y/2)']",B,The transformation is x' = sx * x and y' = sy * y.  Substituting sx = 2 and sy = 1 gives x' = 2x and y' = y.,Two-dimensional scaling,Medium,6.5
Which of the following transformations will result in distortion of a figure?,"['sx = 1, sy = 1', 'sx = 2, sy = 2', 'sx = 1, sy = 2', 'sx = 0.5, sy = 0.5']",C,"Non-uniform scaling (sx ≠ sy) leads to distortion, altering the proportions of the figure.",Two-dimensional scaling,Easy,6.5
What is the primary purpose of a scaling transformation in computer graphics?,"['To rotate an object', 'To translate an object', 'To change the size of an object', 'To shear an object']",C,Scaling transformations are used to enlarge or reduce the size of objects.,Two-dimensional scaling,Easy,6.5
What is the primary method used to reflect an object across a plane that is not aligned with the standard coordinate axes?,"['Direct reflection using a single transformation matrix.', 'A series of transformations composed together.', 'Utilizing a specialized reflection algorithm.', 'Employing a projective transformation.']",B) A series of transformations composed together.,"Reflecting across an arbitrarily oriented plane requires a composition of transformations, typically involving translation and rotation, to align the plane with a standard coordinate plane before performing the reflection.",Two-dimensional reflection,Medium,6.5
"In a series of transformations to reflect an object across a plane, what is the typical first step involving a known point P on the reflection plane?","['Rotate the point P around the origin.', 'Scale the point P.', 'Translate the point P to the origin.', 'Reflect the point P across the x-axis.']",C) Translate the point P to the origin.,"The initial step is to simplify the problem by translating a known point on the reflection plane to the origin, making further transformations easier.",Two-dimensional reflection,Medium,6.5
"After translating a point on the reflection plane to the origin, what is the next common step in reflecting an object across that plane?","['Directly reflecting the object.', 'Scaling the object.', 'Rotating the normal vector of the plane to align with a coordinate axis.', 'Translating the object along the y-axis.']",C) Rotating the normal vector of the plane to align with a coordinate axis.,"Rotating the plane's normal vector aligns the reflection plane with a standard coordinate plane (e.g., z=0), simplifying the reflection process.",Two-dimensional reflection,Medium,6.5
What coordinate plane is the reflection plane typically aligned with after a series of transformations for simpler reflection?,"['x = 0 plane', 'y = 0 plane', 'z = 0 plane', 'xy-plane']",C) z = 0 plane,The goal is to simplify the reflection by aligning the plane with a standard coordinate plane; z=0 is often chosen.,Two-dimensional reflection,Easy,6.5
Which of these is NOT typically a component in the transformation sequence for reflecting an object across an arbitrary plane?,"['Translation', 'Rotation', 'Scaling', 'Reflection']",C) Scaling,"While translation and rotation are used to align the plane, scaling is not a necessary component in this specific reflection process.  The reflection itself is the final step.",Two-dimensional reflection,Medium,6.5
Which of the following matrices represents a 2D shear transformation relative to the z-axis?,"[' [[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]', ' [[1, a, 0, 0], [b, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]', ' [[1, 0, a, 0], [0, 1, b, 0], [0, 0, 1, 0], [0, 0, 0, 1]]', ' [[a, 0, 0, 0], [0, b, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]']",C,"The shear transformation relative to the z-axis modifies x and y coordinates proportionally to z, leaving z unchanged.  Option C accurately reflects this transformation.",Two-dimensional shear transformation,Medium,6.5
"In a 2D shear transformation relative to the z-axis, which coordinate remains unchanged?","['x-coordinate', 'y-coordinate', 'z-coordinate', 'All coordinates change.']",C,The definition of the shear transformation explicitly states that the z-coordinate remains unchanged.,Two-dimensional shear transformation,Easy,6.5
The parameters 'a' and 'b' in the shear transformation matrix represent:,"['Rotation angles', 'Scaling factors', 'Shear factors', 'Translation vectors']",C,"'a' and 'b' determine the amount of shearing applied to the x and y coordinates respectively, making them shear factors.",Two-dimensional shear transformation,Medium,6.5
A 2D shear transformation relative to the z-axis affects which coordinates?,"['Only the z-coordinate', 'Only the x-coordinate', 'Only the y-coordinate', 'The x and y coordinates']",D,The transformation explicitly alters both x and y coordinates based on the z-coordinate value.,Two-dimensional shear transformation,Easy,6.5
What is the effect of a 2D shear transformation relative to the z-axis on the z-coordinate of a point?,"['It is scaled.', 'It is rotated.', 'It remains unchanged.', 'It is translated.']",C,The z-coordinate is unaffected by this type of shear transformation.,Two-dimensional shear transformation,Easy,6.5
