question,options,answer,explanation,topic,difficulty,chapter
Which of the following is NOT a primary function of an operating system?,"['Process management', 'Memory management', 'Application development', 'File system management']",C,"Application development is the creation of software, not a core function of the OS itself, although the OS provides the environment for it.  Process, memory, and file system management are all crucial OS functions.",Operating System Basics,Easy,4.5
What is the role of an operating system in relation to hardware and applications?,"['It directly controls individual hardware components without any intermediary.', 'It acts as a translator between the user and applications only.', 'It acts as an intermediary between hardware and user applications.', 'It only manages the file system of the computer.']",C,"The OS acts as a crucial layer between hardware and applications, managing resources and facilitating interaction.",Operating System Basics,Easy,4.5
An operating system's process management involves:,"['Primarily managing the file system hierarchy.', 'Creating and managing the user interface.', 'Scheduling and controlling the execution of processes.', 'Only handling input/output devices.']",C,"Process management is focused on controlling the execution of processes – creating, scheduling, and managing them.",Operating System Basics,Medium,4.5
Which of these best describes the primary purpose of memory management within an operating system?,"['To ensure data is stored permanently on hard drives.', 'To allocate and deallocate computer memory efficiently.', 'To exclusively manage the user interface.', 'To only handle the execution of a single process at a time.']",B,"Memory management is about allocating and deallocating memory effectively, ensuring efficient use of resources.",Operating System Basics,Medium,4.5
The operating system's role in ensuring system security and protection involves:,"[' Creating user applications.', ' Managing the physical appearance of the computer screen.', ' Implementing access control mechanisms and protecting against threats.', ' Exclusively dealing with hardware malfunctions.']",C,"A key role of the OS is to implement security measures, controlling access and protecting against threats.",Operating System Basics,Medium,4.5
What is the state of a process when it is waiting for CPU allocation?,"['Running', 'Terminated', 'Ready', 'Blocked/Waiting']",C,"A process in the ""Ready"" state is prepared to execute but is waiting for the CPU to become available.","Task, Process, and Threads",Easy,4.5
Which of the following best describes the relationship between threads and processes?,"['Processes are contained within threads.', 'Threads are independent processes with separate memory spaces.', 'Threads share the same address space as a process.', 'Processes and threads are identical concepts.']",C,Threads are lightweight processes that share the same address space within a process.,"Task, Process, and Threads",Medium,4.5
"A process is in the ""Blocked/Waiting"" state. What is it likely waiting for?","[' CPU allocation', ' Termination signal', 'An I/O operation or event', ' To be created']",C,"Processes enter the ""Blocked/Waiting"" state while waiting for I/O operations or events to complete.","Task, Process, and Threads",Easy,4.5
What mechanism is used to enable communication between independent processes?,"[' Thread synchronization', ' Shared memory', ' Context switching within a thread', ' Single address space']",B,Inter-process communication (IPC) mechanisms like shared memory allow communication between isolated processes.,"Task, Process, and Threads",Medium,4.5
In what state is a process when its execution is finished?,"['Ready', 'Running', 'Blocked/Waiting', 'Terminated']",D,"The ""Terminated"" state indicates the completion of a process's execution.","Task, Process, and Threads",Easy,4.5
"In a symmetric multiprocessing (SMP) system, how are tasks typically handled among the processors?","['Each processor is assigned a unique, specialized task.', 'One processor acts as a master, delegating tasks to others.', 'All processors share the same memory and perform identical tasks.', 'Processors operate independently with no shared resources.']",C,"SMP systems are characterized by all processors sharing the same memory and performing identical tasks, enabling efficient resource utilization.",Multiprocessing and Multitasking,Easy,4.5
