question,options,answer,explanation,topic,difficulty,chapter
Which port is typically used by HTTP for communication?,"['21', '23', '80', '443']",C,"HTTP uses port 80 for communication.  Ports 21 and 23 are used by FTP and Telnet respectively, while port 443 is used by HTTPS.",Web (HTTP & HTTPS),Easy,5.5
What is the underlying communication model used by HTTP?,"['Peer-to-peer', 'Client-server', 'Broadcast', 'Multicast']",B,"HTTP operates on a client-server model where a client (e.g., web browser) requests a resource from a server.",Web (HTTP & HTTPS),Easy,5.5
What technology is the foundation of the World Wide Web?,"['FTP', 'SMTP', 'HTTP', 'TCP']",C,"HTTP (Hypertext Transfer Protocol) forms the basis of the World Wide Web.  FTP, SMTP and TCP are related technologies but not the foundation of the web.",Web (HTTP & HTTPS),Easy,5.5
What does HTTPS stand for?,"['Hypertext Transfer Protocol Secure', 'Hypertext Transmission Protocol Secure', 'Hypertext Transfer Protocol Simple', 'Hypertext Transmission Protocol Simple']",A,"HTTPS stands for Hypertext Transfer Protocol Secure.  It is the secure version of HTTP, using SSL/TLS for encryption.",Web (HTTP & HTTPS),Medium,5.5
What is hypertext in the context of the World Wide Web?,"['A type of encryption protocol', 'A well-organized documentation system using hyperlinks', 'A client-side scripting language', 'A server-side programming language']",B,"Hypertext is a structured system of documents linked together through hyperlinks, enabling navigation between related information.",Web (HTTP & HTTPS),Medium,5.5
Which protocol is primarily used for transferring files across a network?,"['SSH', 'Telnet', 'FTP', 'SCP']",C,"FTP (File Transfer Protocol) is specifically designed for file transfer over a network. While other protocols like SSH can facilitate file transfer, it's not their primary function.","File Transfer (FTP, PuTTY, Win SCP)",Easy,5.5
PuTTY is best described as:,"['A dedicated file transfer protocol.', 'A graphical user interface (GUI) for FTP.', 'A terminal emulator and network file transfer application.', 'A binary file encryption tool.']",C,"PuTTY's core functionality is as a terminal emulator, providing command-line access, and it also supports file transfer through various protocols.","File Transfer (FTP, PuTTY, Win SCP)",Easy,5.5
Which of the following is NOT a protocol supported by PuTTY?,"['SCP', 'FTP', 'Telnet', 'SSH']",B,"While PuTTY supports file transfer, it does so through protocols like SCP and SSH, not directly through FTP.","File Transfer (FTP, PuTTY, Win SCP)",Medium,5.5
A user needs to transfer a large binary file across a network. Which tool could be most suitable for this task?,"['PuTTY using Telnet', 'A command-line FTP client', 'PuTTY using SSH only', ' A GUI-based FTP client like FileZilla']",D,"GUI-based FTP clients offer user-friendly interfaces and robust features ideal for transferring large or complex files. While command-line FTP and PuTTY with SCP/SSH can handle binary files, the GUI approach is generally easier for large files.","File Transfer (FTP, PuTTY, Win SCP)",Medium,5.5
What distinguishes FTP from other network protocols mentioned in the context of file transfer?,"['Its exclusive use with binary files.', 'Its primary focus on file transfer.', 'Its open-source nature.', 'Its reliance on a graphical user interface.']",B,"FTP is explicitly designed for file transfer, unlike other protocols that may offer file transfer as a secondary feature or use it in a less direct way.","File Transfer (FTP, PuTTY, Win SCP)",Easy,5.5
What cryptographic technique is used to generate a digital signature?,"[""Encrypting the message with the sender's public key"", ""Encrypting a hash of the message with the sender's private key"", ""Decrypting a hash of the message with the sender's public key"", ""Decrypting the message with the sender's private key""]",B,A digital signature is created by encrypting a hash of the message using the sender's private key.  This ensures authenticity and non-repudiation.,Electronic Mail,Medium,5.5
Which protocol is commonly used to ensure secure email communication?,"['Secure Shell (SSH)', 'Hypertext Transfer Protocol Secure (HTTPS)', 'Pretty Good Privacy (PGP)', 'File Transfer Protocol (FTP)']",C,PGP is a widely used encryption protocol specifically designed for securing email messages and attachments.,Electronic Mail,Easy,5.5
