question,options,answer,explanation,topic,difficulty,chapter
Which of the following is NOT a sector where engineering solutions typically address societal needs?,"['Infrastructure', 'Energy', 'Agriculture', 'Healthcare']",C,"While engineering can contribute to agriculture, it's not as explicitly listed as a primary sector addressed by engineering solutions in the context of societal needs as compared to infrastructure, energy, and healthcare.",Environment and society,Easy,10.5
What is a crucial aspect engineers must consider when undertaking projects?,"['Only the financial profits', 'Solely the technical feasibility', 'Social, economic, and environmental implications', 'Personal preferences of the engineers']",C,"Engineers have a responsibility to consider the broader impact of their work on society and the environment, beyond just technical aspects or profits.",Environment and society,Easy,10.5
What are engineers expected to uphold in their professional practice?,"['Only legal compliance', 'Professional standards, ethical principles, and regulatory frameworks', ' Personal beliefs', 'Market trends exclusively']",B,"Professional responsibility includes adhering to established standards, ethics, and regulations.",Environment and society,Medium,10.5
The relationship between engineering and society is best described as:,"['Independent and unrelated', 'Competitive and adversarial', 'Fundamental and interdependent', ' Superficial and insignificant']",C,"Engineering solutions directly address societal needs; therefore, the relationship is fundamental and both rely on each other.",Environment and society,Medium,10.5
Responsible and sustainable engineering practices require adherence to:,"['Personal opinions', 'Market demands only', 'Professional standards and ethical principles', ' Short-term profit maximization']",C,Sustainability and responsibility in engineering are guided by professional standards and ethical considerations.,Environment and society,Easy,10.5
What is a key area where ethical dilemmas frequently arise for engineers?,"['Project budgeting', 'Client communication', 'Conflicts of interest', 'Equipment maintenance']",C,"Conflicts of interest are a significant source of ethical dilemmas in engineering, as they can compromise objectivity and professional judgment.",Professional ethics,Easy,10.5
Which professional organization is mentioned as a relevant body for establishing ethical codes for engineers in Nepal?,"['The Institution of Engineering and Technology (IET)', 'The American Society of Mechanical Engineers (ASME)', 'The Nepal Engineers Association (NEA)', 'The National Society of Professional Engineers (NSPE)']",C,The Nepal Engineers Association (NEA) is specifically mentioned as a relevant body for establishing ethical codes for engineers in Nepal.,Professional ethics,Easy,10.5
Ethical considerations in engineering projects often involve which of the following?,"['Only financial considerations', 'Primarily environmental impacts', 'Safety standards and intellectual property rights', 'Exclusively client satisfaction']",C,"Ethical considerations in engineering encompass a broad range of concerns, including safety standards and the protection of intellectual property rights.",Professional ethics,Medium,10.5
"Aside from national organizations, what type of bodies also set ethical guidelines for engineers?","['Governmental regulatory agencies only', 'International professional organizations', ' Engineering consulting firms', 'University engineering departments']",B,"International professional organizations, like the IEEE and ASCE, establish ethical guidelines that are relevant to engineers globally.",Professional ethics,Easy,10.5
An engineer faces a situation where accepting a gift from a contractor could influence their decision-making on a project. This situation exemplifies which ethical concern?,"['Lack of project management skills', 'Inadequate communication with the client', 'Conflict of interest', 'Unclear project specifications']",C,Accepting gifts that could influence professional decisions is a clear example of a conflict of interest.,Professional ethics,Medium,10.5
