question,options,answer,explanation,topic,difficulty,chapter
What is the fundamental principle underlying the generation of alternating voltages?,"[""Ohm's Law"", ""Kirchhoff's Laws"", 'Electromagnetic Induction', ""Coulomb's Law""]",C,"Alternating voltages are generated through the principle of electromagnetic induction, where a changing magnetic field induces a voltage in a conductor.",Principle of generation of alternating voltages,Easy,1.3
Which scientist is credited with the discovery of the principle used to generate alternating voltages?,"[' Isaac Newton', ' Albert Einstein', ' Michael Faraday', ' James Clerk Maxwell']",C,"Michael Faraday discovered the principle of electromagnetic induction, which is the basis for generating alternating voltages.",Principle of generation of alternating voltages,Easy,1.3
"In a practical alternator, how is the varying magnetic field typically created?","['Using stationary magnets', 'Using a rotating coil of wire within a stationary magnetic field', 'Using a constant magnetic field', 'Using static electricity']",B,Alternators utilize a rotating coil within a stationary magnetic field (or vice-versa) to create the changing magnetic flux needed for induced voltage.,Principle of generation of alternating voltages,Medium,1.3
What is the induced quantity in a conductor when it moves through a magnetic field?,"['Current only', 'Electromotive Force (EMF)', 'Magnetic Flux', 'Resistance']",B,"The motion of a conductor through a magnetic field induces an electromotive force (EMF), which can then drive a current.",Principle of generation of alternating voltages,Medium,1.3
What type of machine is commonly used for the practical generation of alternating voltages?,"['Transformer', 'Battery', 'Alternator', 'Rectifier']",C,Alternators are rotating electrical machines specifically designed to generate alternating voltages.,Principle of generation of alternating voltages,Easy,1.3
What is the fundamental principle underlying the generation of alternating current (AC)?,"[""Ohm's Law"", ""Faraday's Law of Electromagnetic Induction"", ""Kirchhoff's Voltage Law"", ""Coulomb's Law""]",B,"Alternating current generation relies on the principle of electromagnetic induction, where a changing magnetic field induces a voltage in a conductor. This is Faraday's Law.",Principle of generation of alternating currents,Easy,1.3
"In an alternator, what causes the electromotive force (EMF) to be induced in the conductor?","['The constant magnetic field strength', 'The movement of a conductor through a magnetic field', 'The stationary nature of the conductor', 'The absence of a magnetic field']",B,"The relative motion between a conductor and a magnetic field is crucial for inducing an EMF, which is the basis of AC generation in alternators.",Principle of generation of alternating currents,Easy,1.3
Which scientist is credited with the discovery of the fundamental principle behind AC generation?,"[' James Clerk Maxwell', ' George Ohm', ' Michael Faraday', ' André-Marie Ampère']",C,"Michael Faraday discovered the principle of electromagnetic induction, which is the foundation of AC generation.",Principle of generation of alternating currents,Easy,1.3
What type of machine is commonly used to generate alternating current practically?,"[' Transformer', ' Battery', ' Alternator', ' Rectifier']",C,Alternators are rotating electrical machines designed specifically for the generation of alternating current.,Principle of generation of alternating currents,Medium,1.3
A stationary conductor in a constant magnetic field will experience:,"['An induced EMF', 'A continuous flow of direct current', 'No induced EMF', 'A fluctuating direct current']",C,"Electromagnetic induction requires a change in magnetic flux, which is absent when both the conductor and the magnetic field are stationary.  Therefore, no EMF is induced.",Principle of generation of alternating currents,Medium,1.3
"What is the general mathematical representation of an alternating voltage, where Vm is the peak voltage, ω is the angular frequency, t is time, and φ is the phase angle?","[' 𝑣(t) = Vm cos(ωt + φ)', ' 𝑣(t) = Vm sin(ωt - φ)', ' 𝑣(t) = Vm sin(ωt + φ)', ' 𝑣(t) = Vm cos(ωt - φ)']",C) 𝑣(t) = Vm sin(ωt + φ),The passage explicitly states that an alternating voltage can be represented as v(t) = Vm sin(ωt + φ).,Equations of alternating voltages and currents,Easy,1.3
