question,options,answer,explanation,topic,difficulty,chapter
What is the formal definition of a deterministic finite automaton (DFA)?,"['A quadruple representing states, alphabet, transition function, and final states.', 'A quintuple consisting of states, alphabet, transition function, initial state, and final states.', 'A sextuple including states, alphabet, initial state, final states, transition function, and acceptance condition.', 'A triple composed of states, alphabet, and transition function.']",B,"The formal definition explicitly states a DFA as a quintuple: (K, ∑, δ, s, F), encompassing states (K), alphabet (∑), transition function (δ), initial state (s), and final states (F).",Introduction to Finite Automata,Easy,6.1
"In the quintuple representation of a DFA, what does '∑' represent?","['The set of final states', 'The initial state', 'The transition function', 'The alphabet']",D,"∑ (Sigma) denotes the alphabet, the set of input symbols the automaton can process.",Introduction to Finite Automata,Easy,6.1
Which component of a DFA's quintuple definition represents the set of accepting states?,"['K', '∑', 'δ', 'F']",D,F represents the set of final states or accepting states.,Introduction to Finite Automata,Easy,6.1
The transition function (δ) in a DFA maps from which set to which other set?,"['K x K to ∑', '∑ to K', 'K x ∑ to K', 'K to ∑ x K']",C,"The transition function δ takes a state from K and an input symbol from ∑, and maps them to a next state in K.",Introduction to Finite Automata,Medium,6.1
What type of function is the transition function (δ) in a deterministic finite automaton?,"['A many-to-one function', 'A one-to-many function', 'A one-to-one function', 'Not necessarily a function']",A,"A deterministic finite automaton has a deterministic transition function.  For any given state and input symbol, there's only one possible next state. This defines a many-to-one mapping.",Introduction to Finite Automata,Medium,6.1
What is a deterministic finite automaton (DFA) formally defined as?,"['A quadruple representing states, alphabet, initial state, and transition function.', 'A quintuple consisting of states, alphabet, initial state, final states, and a transition function.', 'A triple composed of states, alphabet, and a transition relation.', 'A sextuple including states, alphabet, initial state, final states, transition function, and output function.']",B,"The formal definition explicitly states a DFA as a quintuple: (K, Σ, δ, s, F).",Finite State Machine,Easy,6.1
"In the formal definition of a DFA, what does 'K' represent?","['The alphabet of input symbols.', 'The set of final states.', 'The transition function.', 'A finite set of states.']",D,'K' represents the finite set of states in the DFA.,Finite State Machine,Easy,6.1
What is the type of the transition function (δ) in a DFA?,"['A relation from K x Σ to K.', 'A function from K x Σ to K.', 'A function from Σ to K.', 'A relation from Σ to K.']",B,The transition function δ is explicitly defined as a function from K x Σ to K.,Finite State Machine,Medium,6.1
What does '∑' (Sigma) represent in the formal definition of a DFA?,"['The initial state.', 'The set of final states.', 'The alphabet.', 'The transition function.']",C,"Sigma (∑) represents the alphabet of the DFA, the set of input symbols.",Finite State Machine,Easy,6.1
Which component of the DFA quintuple represents the starting state of the machine?,"['F', 'K', 'δ', 's']",D,'s' denotes the initial (starting) state within the DFA's formal definition.,Finite State Machine,Easy,6.1
