question,options,answer,explanation,topic,difficulty,chapter
What is the unit of electrical resistance named after the scientist who formulated Ohm's Law?,"['Volt', 'Ampere', 'Ohm', 'Watt']",C,"The unit of electrical resistance is the ohm, named after Georg Simon Ohm.",Ohm's law,Easy,1.1
Which of the following factors can affect the validity of Ohm's Law?,"[' The type of material used in the conductor.', ' The shape of the conductor.', ' Changes in temperature.', ' The applied voltage.']",C,"Ohm's Law is valid only under constant physical conditions, and temperature is a significant factor affecting resistance.",Ohm's law,Medium,1.1
Ohm's Law describes the relationship between which three electrical quantities?,"['Power, voltage, and current', 'Voltage, current, and resistance', 'Resistance, capacitance, and inductance', 'Current, power, and resistance']",B,Ohm's Law states that the current through a conductor between two points is directly proportional to the voltage across the two points and inversely proportional to the resistance between them.,Ohm's law,Easy,1.1
"If the voltage across a resistor is doubled, while the resistance remains constant, what happens to the current?","['It is halved.', 'It remains the same.', 'It is doubled.', 'It is quadrupled.']",C,"According to Ohm's Law (V=IR), if voltage doubles and resistance stays constant, the current must also double.",Ohm's law,Medium,1.1
What is the fundamental principle underlying Ohm's Law?,"['The relationship between voltage and power is linear.', 'Current is inversely proportional to resistance at a constant voltage.', 'Voltage is directly proportional to resistance at a constant current.', 'The relationship between voltage, current, and resistance is linear under constant physical conditions.']",D,"Ohm's Law describes a linear relationship between voltage, current, and resistance, provided physical conditions remain constant.",Ohm's law,Medium,1.1
What is the primary role of electric voltage in an electrical circuit?,"['To measure the flow of electrons.', 'To resist the flow of current.', 'To provide the force that moves electrons.', 'To store electrical energy.']",C,"Voltage is the electromotive force that drives the movement of electrons, creating an electric current.",Electric voltage,Easy,1.1
What is the SI unit for electric current?,"['Volt (V)', 'Ohm (Ω)', 'Ampere (A)', 'Coulomb (C)']",C,"The ampere (A) is the SI unit for electric current, representing the rate of flow of electric charge.",Electric voltage,Easy,1.1
Which analogy best describes the relationship between voltage and current in an electrical circuit?,"['Voltage is to speed, current is to distance.', 'Voltage is to pressure, current is to flow rate.', 'Voltage is to mass, current is to volume.', 'Voltage is to temperature, current is to heat.']",B,"Voltage is analogous to pressure in a fluid system, pushing the charge (like water pressure), while current is the rate of charge flow (like water flow rate).",Electric voltage,Medium,1.1
"If the voltage across a circuit increases while the resistance remains constant, what happens to the current?","['It decreases.', 'It remains the same.', 'It increases.', 'It becomes zero.']",C,"According to Ohm's Law (V=IR),  if voltage (V) increases and resistance (R) stays constant, current (I) must also increase.",Electric voltage,Medium,1.1
What is the unit of measurement for electric potential difference?,"['Ampere', 'Ohm', 'Coulomb', 'Volt']",D,"The volt (V) is the SI unit for electric potential difference, which is another term for voltage.",Electric voltage,Easy,1.1
What is the SI unit for electric current?,"['Volt', 'Ohm', 'Ampere', 'Watt']",C,"The SI unit for electric current is the ampere (A), which represents the rate of flow of electric charge.",Current,Easy,1.1
Which analogy best describes the relationship between voltage and current in an electric circuit?,"[""Voltage is like the width of a pipe, current is like the water's speed."", ""Voltage is like the water's temperature, current is like the pipe's length."", 'Voltage is like the water pressure, current is like the flow rate of water.', ""Voltage is like the volume of water, current is like the pipe's material.""]",C,"Voltage is analogous to the pressure that pushes the charge (like water pressure), and current is analogous to the rate of flow of charge (like the flow rate of water).",Current,Medium,1.1
